RowID,Contents,Parents,Color
brightolive,"((""mutedorange"", 4),(""dottedorange"", 3))","(""brightaqua"",""wavyindigo"")","(B=253,G=145,R=47,A=255)"
dullturquoise,"((""fadedlavender"", 1),(""darkblue"", 5),(""stripedcyan"", 3))",,"(B=89,G=208,R=195,A=255)"
mirroredplum,"((""dullviolet"", 5),(""fadedturquoise"", 3))",,"(B=1,G=52,R=175,A=255)"
plaidlavender,"((""stripedgreen"", 2),(""poshmagenta"", 2),(""drabcyan"", 3),(""brightplum"", 3))","(""clearturquoise"")","(B=211,G=162,R=97,A=255)"
clearyellow,"((""mirroredgreen"", 1),(""dottedblue"", 2))","(""brightyellow"",""paletan"",""poshblue"",""drablavender"",""dullgreen"",""dottedcoral"")","(B=50,G=158,R=249,A=255)"
lightgold,"((""darkblue"", 3))",,"(B=224,G=179,R=84,A=255)"
darkgold,"((""lightaqua"", 1))","(""stripedsalmon"",""mutedblue"",""mutedsilver"",""brightmagenta"")","(B=51,G=147,R=95,A=255)"
drabcrimson,"((""poshcoral"", 2),(""shinyred"", 1))",,"(B=139,G=6,R=58,A=255)"
fadedchartreuse,"((""vibrantred"", 2),(""vibrantaqua"", 4),(""palepurple"", 5),(""mirroredolive"", 5))","(""vibrantyellow"",""brightcoral"")","(B=162,G=132,R=221,A=255)"
brightplum,"((""paletan"", 2))","(""lightbronze"",""drabblue"",""dimsilver"",""mirroredcrimson"",""clearbronze"",""clearolive"",""plaidlavender"",""mutedwhite"",""wavyteal"",""shinylavender"",""dullbronze"")","(B=129,G=203,R=147,A=255)"
mutedcrimson,"((""dottedorange"", 3),(""brightorange"", 4),(""drabmaroon"", 3),(""vibrantturquoise"", 2))",,"(B=181,G=59,R=133,A=255)"
dimblack,"((""shinygreen"", 3),(""mirroredgold"", 5),(""wavyfuchsia"", 2))",,"(B=218,G=113,R=19,A=255)"
palegold,"((""wavysilver"", 2),(""mutedmagenta"", 3))",,"(B=29,G=242,R=115,A=255)"
wavyblack,"((""dimbeige"", 2),(""clearbronze"", 1),(""shinygray"", 5))","(""vibrantpurple"")","(B=49,G=149,R=17,A=255)"
dimgreen,"((""wavymaroon"", 1))","(""dullyellow"")","(B=246,G=12,R=137,A=255)"
dulltomato,"((""mirroredred"", 4),(""darkviolet"", 1),(""poshmagenta"", 2),(""lightindigo"", 1))","(""mutedblack"")","(B=85,G=8,R=149,A=255)"
clearbeige,"((""poshcoral"", 1),(""dimsilver"", 4),(""wavyturquoise"", 1),(""brightwhite"", 4))",,"(B=127,G=170,R=241,A=255)"
poshred,"((""dimcyan"", 5))","(""brightorange"",""palegreen"",""plaidolive"",""dullfuchsia"",""dimviolet"",""darkmaroon"")","(B=137,G=47,R=158,A=255)"
darkturquoise,"((""darkcyan"", 1),(""lightblue"", 3))",,"(B=252,G=245,R=29,A=255)"
clearmaroon,"((""mirroredwhite"", 2),(""dullplum"", 5),(""dullbeige"", 3))","(""clearpurple"")","(B=140,G=190,R=82,A=255)"
lightsilver,"((""shinyviolet"", 4),(""poshindigo"", 4),(""wavywhite"", 1))","(""brightmagenta"")","(B=33,G=221,R=238,A=255)"
mutedsalmon,"((""dimlime"", 3),(""shinyviolet"", 2),(""darkgreen"", 2),(""mirroredchartreuse"", 1))",,"(B=83,G=80,R=1,A=255)"
mutedplum,"((""brightcoral"", 3),(""poshindigo"", 5),(""brightgray"", 4))","(""vibrantsilver"",""darkteal"",""vibrantyellow"",""stripedblack"",""plaidred"",""dimchartreuse"")","(B=158,G=76,R=185,A=255)"
dimorange,"((""mirroredbrown"", 5),(""dimturquoise"", 4))","(""palecyan"",""brightgreen"",""brighttan"")","(B=31,G=203,R=67,A=255)"
lightgray,"((""lightblue"", 2),(""palepurple"", 2))","(""fadedaqua"",""mutedindigo"",""vibrantgreen"",""vibrantsalmon"",""dottedcyan"",""clearchartreuse"",""clearblue"")","(B=189,G=104,R=183,A=255)"
mirroredmagenta,"((""palecoral"", 5),(""darkcrimson"", 1))","(""lightcyan"",""mutedgold"",""shinycrimson"",""stripedpurple"")","(B=0,G=233,R=106,A=255)"
drablavender,"((""clearyellow"", 3))","(""palecyan"",""lightblack"",""lightbrown"",""mutedgold"",""mirroredsalmon"",""mutedcoral"",""clearcoral"")","(B=233,G=179,R=5,A=255)"
stripedtan,"((""dottedblack"", 1),(""dullcrimson"", 1))",,"(B=110,G=158,R=13,A=255)"
wavyaqua,"((""mutedteal"", 1))","(""brightwhite"",""fadedgold"",""drabindigo"",""lightaqua"",""mirroredpurple"",""drabteal"",""drabwhite"",""dimmaroon"")","(B=144,G=135,R=123,A=255)"
lightolive,"((""drabmagenta"", 4))","(""wavyplum"",""clearorange"")","(B=104,G=36,R=151,A=255)"
brightindigo,"((""mirroredgray"", 1),(""vibrantred"", 4),(""dimtomato"", 3))",,"(B=171,G=152,R=100,A=255)"
dottedyellow,"((""drabolive"", 1),(""palecrimson"", 4),(""drabgray"", 4),(""stripedfuchsia"", 2))",,"(B=63,G=170,R=37,A=255)"
mirroredlavender,"((""drabcoral"", 3),(""dimindigo"", 3),(""dimgold"", 4),(""wavysalmon"", 5))","(""fadedcoral"")","(B=26,G=176,R=137,A=255)"
mutedwhite,"((""brightbrown"", 5),(""brightplum"", 5),(""dullgold"", 1))","(""plaidtomato"",""lightlime"",""clearteal"",""shinyblack"")","(B=19,G=203,R=135,A=255)"
poshfuchsia,"((""dottedaqua"", 3))",,"(B=183,G=207,R=150,A=255)"
dottedbrown,"((""dimturquoise"", 4),(""dottedgray"", 1),(""darkmagenta"", 3),(""brightcoral"", 2))","(""shinysilver"",""palefuchsia"",""vibrantgray"",""stripedchartreuse"",""stripedplum"")","(B=38,G=19,R=121,A=255)"
shinybronze,"((""mirroredindigo"", 4),(""wavyturquoise"", 2),(""wavyblue"", 2),(""mirroredbeige"", 3))","(""darklavender"")","(B=100,G=141,R=238,A=255)"
vibrantteal,"((""darkviolet"", 1),(""wavyblue"", 3),(""dullfuchsia"", 1))","(""stripedgold"",""stripedyellow"",""wavybrown"")","(B=63,G=223,R=43,A=255)"
plaidindigo,"((""vibrantmagenta"", 4),(""dullcyan"", 2))",,"(B=222,G=84,R=119,A=255)"
mutedturquoise,"((""darkmagenta"", 5),(""drabgray"", 5),(""plaidred"", 4))",,"(B=225,G=99,R=30,A=255)"
stripedbronze,"((""brightwhite"", 5),(""clearbronze"", 2),(""brightsilver"", 3))",,"(B=75,G=94,R=217,A=255)"
poshsalmon,"((""drabmaroon"", 4),(""mirroredbronze"", 3),(""fadedplum"", 4))","(""darkwhite"",""darkorange"")","(B=187,G=4,R=184,A=255)"
lightmagenta,"((""darkpurple"", 5),(""plaidsilver"", 3))","(""lightcrimson"",""fadedgray"")","(B=61,G=237,R=246,A=255)"
dullfuchsia,"((""poshred"", 3),(""darkcoral"", 4),(""darkaqua"", 2))","(""dottedlime"",""wavymagenta"",""palesilver"",""vibrantteal"",""drabpurple"")","(B=132,G=105,R=197,A=255)"
vibrantaqua,"((""drabcoral"", 3),(""dimcyan"", 3),(""dimtan"", 5))","(""fadedblue"",""plaidgray"",""paletan"",""vibrantbronze"",""cleartan"",""dullcrimson"",""plaidsilver"",""fadedchartreuse"",""mutedmagenta"",""darkaqua"",""clearwhite"",""dimchartreuse"")","(B=194,G=208,R=147,A=255)"
mutedred,"((""plaidteal"", 3),(""poshcoral"", 1),(""poshplum"", 3))","(""poshorange"",""dottedcrimson"")","(B=153,G=213,R=134,A=255)"
drabyellow,"((""brightbrown"", 3),(""mirroredaqua"", 3))",,"(B=195,G=62,R=100,A=255)"
shinyyellow,"((""wavyred"", 4),(""dottedblue"", 2))","(""dottedorange"",""mirroredcrimson"",""dottedcrimson"",""stripedred"")","(B=65,G=152,R=96,A=255)"
brightmaroon,"((""drabgray"", 4),(""mirroredolive"", 1),(""fadedwhite"", 5))","(""vibrantturquoise"",""mirroredfuchsia"")","(B=138,G=43,R=250,A=255)"
darkcrimson,"((""draborange"", 4),(""vibrantred"", 5),(""palepurple"", 1))","(""fadedmagenta"",""stripedgold"",""poshyellow"",""plaidgold"",""mirroredmagenta"",""stripedcyan"",""clearblue"")","(B=87,G=156,R=36,A=255)"
shinycyan,"((""fadedplum"", 4),(""fadedteal"", 4),(""poshindigo"", 1))","(""stripedmagenta"",""drabwhite"")","(B=187,G=214,R=244,A=255)"
posholive,"((""darktan"", 1),(""drabgreen"", 1),(""palecyan"", 5),(""vibrantturquoise"", 4))",,"(B=87,G=118,R=210,A=255)"
dullchartreuse,"((""shinychartreuse"", 3),(""stripedbrown"", 3),(""mirroredblue"", 2),(""palecoral"", 3))",,"(B=142,G=21,R=195,A=255)"
dimbronze,"((""mutedolive"", 4))","(""brightchartreuse"",""dottedgold"",""paleorange"")","(B=27,G=52,R=211,A=255)"
fadedorange,"((""vibrantred"", 2))","(""wavytomato"",""shinytan"",""plaidteal"")","(B=242,G=238,R=25,A=255)"
dimviolet,"((""poshred"", 1),(""plaidtan"", 5))","(""dottedaqua"")","(B=22,G=125,R=61,A=255)"
wavyindigo,"((""brightolive"", 2),(""shinyred"", 3),(""clearblue"", 4))","(""shinybrown"",""stripedtomato"",""palewhite"",""dullolive"")","(B=129,G=218,R=217,A=255)"
dullcoral,"((""fadedmagenta"", 4),(""plaidlime"", 1),(""dottedred"", 2))",,"(B=254,G=177,R=117,A=255)"
dottedwhite,"((""mirroredpurple"", 2),(""fadedcyan"", 4),(""vibrantsalmon"", 1))","(""wavypurple"",""clearcyan"")","(B=96,G=222,R=224,A=255)"
shinycrimson,"((""mirroredmagenta"", 5),(""plaidsilver"", 2),(""vibrantbrown"", 3),(""vibrantorange"", 2))","(""dimwhite"")","(B=235,G=147,R=27,A=255)"
brightmagenta,"((""lightsilver"", 1),(""stripedsalmon"", 1),(""darkgold"", 4),(""fadedlime"", 5))",,"(B=68,G=97,R=12,A=255)"
dottedsalmon,"((""dimpurple"", 5),(""dullindigo"", 4),(""paleturquoise"", 2))",,"(B=69,G=75,R=147,A=255)"
clearpurple,"((""clearcoral"", 2),(""mutedgreen"", 2),(""clearmaroon"", 5))","(""brightcrimson"")","(B=216,G=224,R=79,A=255)"
mirroredpurple,"((""drabsilver"", 4),(""wavyaqua"", 1),(""shinyteal"", 1))","(""plaidyellow"",""dottedwhite"")","(B=36,G=31,R=221,A=255)"
wavyteal,"((""dullsalmon"", 5),(""brightcoral"", 2),(""brightplum"", 2))","(""cleargray"",""wavysilver"",""mirroredteal"",""drablime"")","(B=89,G=54,R=58,A=255)"
shinyred,"((""dullindigo"", 4),(""palecoral"", 4),(""wavyblue"", 3))","(""drabcrimson"",""wavyindigo"")","(B=78,G=184,R=78,A=255)"
wavytan,"((""fadedturquoise"", 5),(""poshtomato"", 2),(""darkgreen"", 4),(""dullcrimson"", 4))",,"(B=64,G=162,R=148,A=255)"
wavycrimson,"((""vibrantgold"", 3),(""drabmagenta"", 3),(""dullsalmon"", 3))",,"(B=203,G=141,R=62,A=255)"
wavyolive,"((""paleblue"", 2),(""dullgold"", 1),(""clearaqua"", 3),(""mirroredgray"", 1))","(""fadedsalmon"")","(B=226,G=235,R=214,A=255)"
shinysalmon,"((""mirroredaqua"", 2),(""mirroredtan"", 3),(""wavyblue"", 1))","(""plaidbeige"",""stripedorange"")","(B=250,G=134,R=3,A=255)"
darkplum,"((""fadedsalmon"", 1),(""fadedplum"", 1),(""paletan"", 3))","(""lightgreen"")","(B=136,G=17,R=248,A=255)"
mirroredyellow,"((""clearlime"", 3))","(""plaidgreen"")","(B=96,G=161,R=74,A=255)"
darklavender,"((""mutedteal"", 5),(""shinybronze"", 5))",,"(B=77,G=127,R=141,A=255)"
paletomato,"((""clearsilver"", 2),(""shinygreen"", 3),(""mirroredblue"", 2),(""vibrantbeige"", 4))","(""fadedgold"",""lightcrimson"")","(B=54,G=209,R=57,A=255)"
dottedcyan,"((""lightgray"", 4))","(""palemaroon"",""brightfuchsia"")","(B=216,G=175,R=183,A=255)"
wavysilver,"((""drabteal"", 4),(""vibrantmaroon"", 5),(""wavyteal"", 4),(""stripedturquoise"", 4))","(""palegold"")","(B=101,G=62,R=247,A=255)"
vibrantbrown,"((""stripedgray"", 5),(""brightturquoise"", 1))","(""shinybeige"",""shinycrimson"")","(B=86,G=44,R=228,A=255)"
mirroredsalmon,"((""brightsalmon"", 1),(""drablavender"", 4))","(""brightorange"",""dottedolive"",""vibrantgray"",""fadedsalmon"")","(B=86,G=184,R=27,A=255)"
stripedviolet,"((""drabteal"", 5))",,"(B=232,G=180,R=31,A=255)"
brightgold,"((""clearblue"", 4),(""dullgray"", 2),(""stripedred"", 1),(""mutedindigo"", 5))","(""mutedbeige"")","(B=52,G=246,R=104,A=255)"
fadedcyan,"((""darkgreen"", 5))","(""palegray"",""mirroredbeige"",""brighttan"",""dottedwhite"",""dottedbeige"")","(B=60,G=204,R=227,A=255)"
plaidfuchsia,"((""poshblue"", 2))","(""dottedlime"",""drabviolet"")","(B=185,G=79,R=155,A=255)"
poshgreen,"((""stripedcyan"", 4),(""brightlime"", 2),(""dottedblack"", 1),(""dimsilver"", 5))","(""mirroredviolet"")","(B=225,G=246,R=33,A=255)"
dullplum,"((""stripedfuchsia"", 4))","(""stripedgold"",""darkteal"",""darkviolet"",""lightwhite"",""clearmaroon"")","(B=125,G=60,R=126,A=255)"
dullbrown,"((""fadedbronze"", 1),(""poshtomato"", 5),(""mutedgray"", 1))","(""lightorange"",""drabindigo"",""vibrantsalmon"",""stripedcyan"",""darkbrown"")","(B=209,G=65,R=139,A=255)"
dullaqua,"((""lightblue"", 1),(""vibrantbronze"", 1),(""poshbrown"", 1))","(""poshcoral"",""stripedmaroon"")","(B=173,G=163,R=179,A=255)"
clearplum,"((""clearsilver"", 4),(""brightbeige"", 2),(""mirroredred"", 5),(""dullmagenta"", 2))","(""vibrantviolet"")","(B=77,G=106,R=108,A=255)"
dullorange,"((""lightblue"", 1),(""shinymaroon"", 5))","(""dottedturquoise"",""poshtan"")","(B=41,G=37,R=22,A=255)"
wavymaroon,"((""dottedgray"", 3),(""fadedindigo"", 3),(""dimcyan"", 3))","(""vibrantgray"",""clearfuchsia"",""clearlime"",""dimgreen"",""mirroredteal"")","(B=178,G=39,R=15,A=255)"
plaidteal,"((""dottedblue"", 2),(""vibrantolive"", 5),(""fadedorange"", 5))","(""lightorange"",""plaidblack"",""mutedred"")","(B=100,G=60,R=108,A=255)"
mutedgray,"((""dimtan"", 1),(""shinytomato"", 1),(""vibrantbronze"", 3),(""drabcoral"", 1))","(""plaidgreen"",""mirroredgold"",""poshmagenta"",""clearsilver"",""dullviolet"",""dullbrown"",""poshlavender"",""dimlime"",""clearred"",""dullgreen"",""fadedbronze"")","(B=108,G=97,R=54,A=255)"
plaidaqua,"((""mirroredtan"", 3),(""mirroredgreen"", 2),(""darkgray"", 2),(""dottedblue"", 4))","(""drabbronze"")","(B=152,G=48,R=179,A=255)"
stripedbeige,"((""clearsalmon"", 4))","(""fadedgreen"")","(B=168,G=80,R=156,A=255)"
fadedbeige,"((""vibrantred"", 4),(""paletan"", 3))","(""drabbronze"",""plaidturquoise"",""mutedteal"")","(B=247,G=94,R=106,A=255)"
palesalmon,"((""mirroredchartreuse"", 3),(""stripedsalmon"", 3),(""fadedblue"", 4))","(""palebeige"",""stripedturquoise"",""drabturquoise"")","(B=8,G=188,R=157,A=255)"
plaidturquoise,"((""shinylavender"", 3),(""fadedbeige"", 3))","(""shinyaqua"",""wavygreen"")","(B=218,G=192,R=94,A=255)"
mutedfuchsia,"((""mutedindigo"", 3),(""vibrantred"", 3),(""dimlavender"", 4),(""dullteal"", 4))","(""brightcrimson"")","(B=228,G=232,R=198,A=255)"
drabblack,"((""darkbeige"", 5),(""mirroredolive"", 3),(""fadedturquoise"", 3))","(""poshcyan"")","(B=162,G=142,R=26,A=255)"
shinyfuchsia,"((""mutedbrown"", 3),(""dimbeige"", 4))","(""wavygold"",""drabgold"",""stripedcoral"",""dottedbeige"")","(B=55,G=249,R=110,A=255)"
shinymaroon,"((""darkbronze"", 2),(""brightsalmon"", 2),(""stripedcyan"", 5))","(""vibrantgray"",""lightbrown"",""dullorange"")","(B=106,G=142,R=155,A=255)"
shinylavender,"((""mutedorange"", 3),(""brightplum"", 1),(""mutedlavender"", 5))","(""poshtomato"",""stripedfuchsia"",""clearblack"",""vibrantred"",""dimplum"",""lightgreen"",""plaidturquoise"")","(B=252,G=20,R=150,A=255)"
brightgray,"((""plaidtan"", 1),(""dottedgray"", 2))","(""clearaqua"",""brightpurple"",""wavygold"",""mutedplum"")","(B=210,G=98,R=132,A=255)"
stripedpurple,"((""poshblack"", 5),(""stripedfuchsia"", 2),(""mirroredmagenta"", 3),(""darktan"", 3))",,"(B=57,G=100,R=2,A=255)"
fadedred,"((""poshcoral"", 5),(""dimsilver"", 3),(""brightblack"", 2),(""mutedgreen"", 3))",,"(B=48,G=219,R=34,A=255)"
dimblue,"((""drabpurple"", 5))",,"(B=15,G=184,R=71,A=255)"
dottedgold,"((""palecoral"", 5),(""dimbronze"", 5))",,"(B=46,G=153,R=189,A=255)"
brightcrimson,"((""clearpurple"", 2),(""plaidyellow"", 2),(""mutedfuchsia"", 4))",,"(B=175,G=190,R=129,A=255)"
mirroredteal,"((""wavymaroon"", 4),(""fadedmagenta"", 1),(""wavyteal"", 2),(""vibrantsalmon"", 2))","(""fadedyellow"",""cleartomato"",""mutedblack"")","(B=14,G=119,R=51,A=255)"
mutedaqua,"((""mutedtan"", 4))","(""darkblack"")","(B=63,G=116,R=6,A=255)"
vibrantblack,"((""plaidwhite"", 3))","(""mirroredblack"")","(B=230,G=78,R=140,A=255)"
palemaroon,"((""dottedcyan"", 3),(""poshbrown"", 4),(""brightsalmon"", 1))","(""dottedtan"")","(B=58,G=122,R=131,A=255)"
darkmaroon,"((""shinytomato"", 1),(""mirroredwhite"", 2),(""poshred"", 2))","(""vibranttan"",""dottedgray"",""palesilver"",""shinygold"")","(B=241,G=146,R=87,A=255)"
palemagenta,"((""vibrantred"", 4),(""brightcyan"", 3))","(""shinylime"",""dottedcrimson"",""lightmaroon"")","(B=22,G=132,R=137,A=255)"
poshlavender,"((""dimsilver"", 5),(""stripedindigo"", 3),(""mutedgray"", 3),(""dullviolet"", 3))","(""vibrantyellow"",""stripedturquoise"",""darkpurple"",""clearchartreuse"",""darktomato"",""dimmaroon"")","(B=69,G=253,R=178,A=255)"
stripedchartreuse,"((""shinychartreuse"", 2),(""drabgray"", 5),(""dottedbrown"", 2),(""plaidcoral"", 1))",,"(B=135,G=12,R=43,A=255)"
mutedteal,"((""clearblack"", 5),(""lightwhite"", 1),(""poshcrimson"", 4),(""fadedbeige"", 4))","(""dullyellow"",""fadedcrimson"",""darkgray"",""vibrantcyan"",""mirroredblue"",""dottedblack"",""wavyaqua"",""darklavender"",""drabsalmon"")","(B=236,G=161,R=206,A=255)"
mirroredchartreuse,"((""brightsilver"", 1),(""lightplum"", 1),(""drabpurple"", 2))","(""mutedsalmon"",""palesalmon"")","(B=140,G=225,R=121,A=255)"
dimlime,"((""dottedgray"", 1),(""mutedolive"", 4),(""mutedgray"", 2))","(""mutedsalmon"")","(B=185,G=30,R=209,A=255)"
drabviolet,"((""plaidfuchsia"", 1),(""dullwhite"", 4),(""poshbeige"", 3))",,"(B=255,G=89,R=227,A=255)"
brightfuchsia,"((""paleturquoise"", 1),(""dottedcyan"", 5))","(""mutedchartreuse"",""brightblue"")","(B=31,G=217,R=156,A=255)"
stripedlime,"((""lightblue"", 3),(""drabfuchsia"", 4),(""lightaqua"", 5),(""dimindigo"", 1))","(""brightred"")","(B=245,G=192,R=185,A=255)"
wavylavender,"((""dullviolet"", 4))","(""darksalmon"")","(B=77,G=191,R=138,A=255)"
drabmaroon,"((""palebrown"", 1),(""palepurple"", 1))","(""mutedcrimson"",""poshsalmon"",""plaidviolet"")","(B=174,G=189,R=47,A=255)"
clearchartreuse,"((""fadedfuchsia"", 4),(""lightgray"", 2),(""vibrantmaroon"", 3),(""poshlavender"", 3))","(""wavyorange"")","(B=252,G=128,R=70,A=255)"
clearteal,"((""fadedteal"", 1),(""mutedwhite"", 4))","(""plaidmagenta"",""mutedindigo"")","(B=16,G=200,R=52,A=255)"
dullblack,"((""paleblue"", 1),(""shinygreen"", 2),(""plaidplum"", 3),(""fadedturquoise"", 2))","(""lighttomato"")","(B=48,G=86,R=173,A=255)"
darkolive,"((""fadedtan"", 1),(""dimbeige"", 3),(""darkchartreuse"", 4),(""lightyellow"", 5))","(""wavybrown"",""vibrantindigo"",""mirroredtan"")","(B=163,G=157,R=20,A=255)"
fadedgreen,"((""stripedgreen"", 4),(""dottedblue"", 5),(""stripedbeige"", 3))",,"(B=77,G=181,R=30,A=255)"
drabgreen,"((""clearaqua"", 1),(""lightplum"", 4))","(""drabmagenta"",""posholive"")","(B=34,G=62,R=181,A=255)"
poshblack,"((""stripedcyan"", 4),(""dimtan"", 2),(""drabblue"", 5),(""fadedwhite"", 5))","(""dullsilver"",""mutedgreen"",""poshcyan"",""stripedpurple"",""mirroredblack"")","(B=23,G=103,R=94,A=255)"
mutedmagenta,"((""vibrantaqua"", 2))","(""mutedpurple"",""cleargold"",""dimplum"",""palegold"")","(B=112,G=253,R=249,A=255)"
mirroredbrown,"((""wavyturquoise"", 4),(""dullmagenta"", 1),(""dimsilver"", 1),(""dimgray"", 2))","(""dimorange"",""plaidbrown"")","(B=115,G=11,R=92,A=255)"
plaidbrown,"((""mirroredbrown"", 5),(""mirroredlime"", 4),(""clearred"", 1))","(""stripedteal"",""stripedcoral"")","(B=154,G=100,R=58,A=255)"
poshwhite,"((""clearbronze"", 5),(""fadedmaroon"", 5),(""lightlavender"", 3))","(""lighttomato"",""mutedbronze"")","(B=23,G=71,R=186,A=255)"
poshturquoise,"((""paletan"", 1),(""darkpurple"", 1),(""shinywhite"", 4),(""drabbrown"", 2))","(""cleartomato"",""dottedplum"",""paleorange"")","(B=82,G=239,R=39,A=255)"
dimbrown,"((""drabcoral"", 2))","(""clearcoral"")","(B=30,G=209,R=164,A=255)"
plaidviolet,"((""clearlavender"", 4),(""drabmaroon"", 4),(""mutedmaroon"", 4),(""brightred"", 1))","(""fadedsalmon"")","(B=235,G=155,R=223,A=255)"
poshcoral,"((""shinygold"", 1),(""dimred"", 4),(""dullaqua"", 5))","(""drabcrimson"",""clearbeige"",""mutedred"",""fadedred"",""shinychartreuse"")","(B=204,G=42,R=47,A=255)"
brightblack,"((""dullteal"", 2))","(""lightsalmon"",""mirroredbronze"",""stripedlavender"",""fadedred"")","(B=2,G=251,R=96,A=255)"
plaidbronze,"((""brightorange"", 1),(""wavyturquoise"", 5),(""vibrantbeige"", 5))",,"(B=52,G=203,R=93,A=255)"
drabplum,"((""brightlime"", 2))",,"(B=176,G=207,R=54,A=255)"
shinygreen,"((""wavyblue"", 5),(""brightlime"", 4))","(""poshlime"",""dimblack"",""paletomato"",""dullblack"")","(B=253,G=117,R=44,A=255)"
drabteal,"((""wavyaqua"", 1),(""mirroredgray"", 2),(""dimlavender"", 5))","(""wavysilver"",""stripedviolet"")","(B=68,G=228,R=182,A=255)"
brightblue,"((""mutedpurple"", 4),(""brightfuchsia"", 3),(""mutedmaroon"", 5))","(""poshorange"")","(B=122,G=168,R=137,A=255)"
shinychartreuse,"((""clearviolet"", 2),(""poshcoral"", 3),(""drabchartreuse"", 2),(""palesilver"", 2))","(""palebeige"",""dottedpurple"",""lightpurple"",""plaidsilver"",""dullchartreuse"",""stripedchartreuse"")","(B=210,G=15,R=82,A=255)"
fadedlavender,"((""dimlavender"", 5),(""dimturquoise"", 1),(""vibrantmagenta"", 1))","(""fadedsilver"",""dullturquoise"")","(B=17,G=212,R=156,A=255)"
dimcoral,"((""fadedteal"", 3),(""fadedindigo"", 3))",,"(B=208,G=83,R=19,A=255)"
stripedmaroon,"((""shinyaqua"", 1),(""vibrantmagenta"", 3),(""lightmaroon"", 5),(""dullaqua"", 2))",,"(B=245,G=77,R=235,A=255)"
stripedplum,"((""dottedbrown"", 1),(""wavygreen"", 3),(""mirroredtomato"", 2))","(""dottedred"",""wavylime"")","(B=184,G=120,R=208,A=255)"
drablime,"((""wavyteal"", 2),(""dimmaroon"", 3),(""darkcyan"", 1))",,"(B=64,G=62,R=181,A=255)"
mutedcoral,"((""dimmaroon"", 4),(""drablavender"", 5),(""drabpurple"", 5))","(""poshbronze"",""clearlime"")","(B=222,G=74,R=13,A=255)"
drabwhite,"((""shinycyan"", 3),(""wavyaqua"", 5),(""fadedmaroon"", 5))",,"(B=77,G=8,R=77,A=255)"
dottedteal,"((""mutedindigo"", 3))","(""wavyorange"")","(B=190,G=210,R=245,A=255)"
plaidcoral,"((""dottedaqua"", 4),(""wavysalmon"", 4),(""dimmaroon"", 2))","(""drabbronze"",""stripedchartreuse"")","(B=127,G=31,R=10,A=255)"
brightsalmon,"((""darkcyan"", 5))","(""shinybeige"",""drabgold"",""stripedblack"",""mirroredsalmon"",""shinymaroon"",""palemaroon"")","(B=70,G=224,R=16,A=255)"
shinyblue,"((""poshlime"", 1))",,"(B=210,G=9,R=152,A=255)"
plaidred,"((""dimmaroon"", 1),(""fadedcrimson"", 4),(""mutedplum"", 2))","(""mutedturquoise"")","(B=225,G=234,R=204,A=255)"
dullolive,"((""fadedplum"", 2),(""stripedwhite"", 4),(""wavyindigo"", 4))","(""lightgreen"",""wavybeige"")","(B=61,G=57,R=211,A=255)"
shinypurple,"((""drabcoral"", 2),(""paleblue"", 5))","(""poshbeige"",""shinygray"")","(B=34,G=255,R=74,A=255)"
stripedolive,"((""vibrantorange"", 2),(""dimred"", 5),(""dimcyan"", 1),(""mirroredcyan"", 3))","(""palelavender"",""dullcyan"")","(B=160,G=216,R=165,A=255)"
dullmagenta,"((""vibrantyellow"", 2))","(""shinyviolet"",""clearplum"",""mirroredbrown"",""drabsalmon"",""wavyorange"")","(B=65,G=27,R=41,A=255)"
dulltan,"((""mirroredgreen"", 2),(""mutedyellow"", 5),(""fadedturquoise"", 4))","(""vibrantwhite"",""wavywhite"")","(B=41,G=110,R=77,A=255)"
vibrantplum,"((""shinyolive"", 3),(""dimindigo"", 1))","(""fadedcoral"")","(B=214,G=36,R=52,A=255)"
mirroredblack,"((""poshblack"", 3),(""vibranttan"", 4),(""vibrantblack"", 1),(""poshorange"", 2))",,"(B=87,G=198,R=245,A=255)"
shinyblack,"((""mutedwhite"", 3),(""dimmaroon"", 1),(""dullsalmon"", 2))","(""fadedpurple"",""brighttomato"")","(B=22,G=67,R=117,A=255)"
clearred,"((""mutedgray"", 4))","(""dottedred"",""plaidbrown"")","(B=233,G=92,R=247,A=255)"
stripedcyan,"((""poshchartreuse"", 4),(""dullbrown"", 4),(""poshtomato"", 2),(""darkcrimson"", 3))","(""drabtomato"",""dullturquoise"",""poshgreen"",""shinymaroon"",""poshblack"")","(B=251,G=36,R=184,A=255)"
fadedviolet,"((""drabchartreuse"", 1),(""dimturquoise"", 1),(""mirroredolive"", 2),(""cleartan"", 2))","(""paleviolet"",""mirroredred"",""darkviolet"",""dimsalmon"",""dottedgreen"",""paleteal"",""dimmaroon"")","(B=66,G=155,R=175,A=255)"
mutedbeige,"((""brightsilver"", 2),(""brightgold"", 5),(""palebrown"", 4),(""brightbronze"", 2))",,"(B=214,G=102,R=59,A=255)"
paleblack,"((""vibrantgreen"", 5),(""darkcoral"", 3))","(""brightbronze"")","(B=235,G=135,R=197,A=255)"
vibrantpurple,"((""darkbrown"", 4),(""clearviolet"", 3),(""wavyblack"", 1),(""fadedfuchsia"", 2))",,"(B=249,G=119,R=25,A=255)"
darkfuchsia,"((""wavysalmon"", 1))","(""darkwhite"",""lightlime"",""wavyviolet"",""vibranttomato"")","(B=107,G=237,R=222,A=255)"
